Some weights of SmallCap were not initialized from the model checkpoint at Yova/SmallCap7M and are newly initialized: ['encoder_radar.layer3.10.conv1.weight', 'encoder_radar.layer4.2.bn1.bias', 'encoder_radar.layer3.21.bn2.num_batches_tracked', 'encoder_radar.layer3.7.bn1.weight', 'encoder_radar.layer3.3.conv3.weight', 'encoder_radar.layer3.11.conv1.weight', 'encoder_radar.layer1.0.bn2.bias', 'encoder_radar.layer3.14.bn1.num_batches_tracked', 'encoder_radar.layer3.13.bn3.weight', 'encoder_radar.layer1.2.bn3.running_mean', 'encoder_radar.layer3.10.bn1.bias', 'encoder_radar.layer3.18.conv1.weight', 'encoder_radar.layer3.7.bn2.running_var', 'encoder_radar.layer1.1.bn2.running_mean', 'encoder_radar.fc.weight', 'encoder_radar.layer3.14.bn1.running_var', 'encoder_radar.layer3.13.bn1.weight', 'encoder_radar.layer3.11.conv2.weight', 'encoder_radar.layer4.2.conv3.weight', 'encoder_radar.layer1.1.bn2.bias', 'encoder_radar.layer2.3.conv1.weight', 'encoder_radar.layer2.1.bn3.running_mean', 'encoder_radar.layer4.0.downsample.1.bias', 'encoder_radar.layer3.16.bn3.num_batches_tracked', 'encoder_radar.layer3.6.bn3.running_mean', 'encoder_radar.layer3.11.bn3.num_batches_tracked', 'encoder_radar.layer3.21.bn2.bias', 'encoder_radar.layer2.3.conv3.weight', 'encoder_radar.layer3.15.bn1.weight', 'encoder_radar.layer3.12.bn3.running_var', 'encoder_radar.layer1.2.conv3.weight', 'encoder_radar.layer3.3.bn1.weight', 'encoder_radar.layer3.20.bn2.weight', 'encoder_radar.layer3.8.bn3.running_var', 'encoder_radar.layer3.12.bn2.num_batches_tracked', 'encoder_radar.layer1.0.downsample.1.weight', 'encoder_radar.layer3.0.bn1.weight', 'encoder_radar.layer3.8.bn3.weight', 'encoder_radar.layer3.2.bn2.num_batches_tracked', 'encoder_radar.layer3.1.bn2.weight', 'encoder_radar.layer2.2.bn1.num_batches_tracked', 'encoder_radar.layer2.0.bn3.num_batches_tracked', 'encoder_radar.layer3.17.bn2.bias', 'encoder_radar.layer3.17.bn3.bias', 'encoder_radar.layer3.10.bn3.num_batches_tracked', 'encoder_radar.layer3.15.bn1.running_var', 'encoder_radar.layer3.15.conv1.weight', 'encoder_radar.layer2.1.bn2.running_var', 'encoder_radar.layer3.4.bn2.running_var', 'encoder_radar.layer1.2.bn3.num_batches_tracked', 'encoder_radar.layer2.2.bn1.running_mean', 'encoder_radar.layer3.11.bn2.running_mean', 'encoder_radar.layer3.9.bn3.weight', 'encoder_radar.layer3.4.bn2.num_batches_tracked', 'encoder_radar.layer3.21.conv3.weight', 'encoder_radar.layer3.1.bn1.bias', 'encoder_radar.layer3.13.bn3.num_batches_tracked', 'encoder_radar.layer3.3.bn2.bias', 'encoder_radar.layer4.2.conv2.weight', 'encoder_radar.layer3.14.conv1.weight', 'encoder_radar.layer3.18.conv2.weight', 'encoder_radar.layer3.17.bn3.running_var', 'encoder_radar.layer2.1.bn2.weight', 'encoder_radar.layer3.4.bn3.running_mean', 'encoder_radar.layer3.2.bn3.bias', 'encoder_radar.layer3.4.bn3.num_batches_tracked', 'encoder_radar.layer3.5.bn3.weight', 'encoder_radar.layer3.14.bn2.running_mean', 'encoder_radar.layer2.0.bn1.num_batches_tracked', 'encoder_radar.layer3.6.conv3.weight', 'encoder_radar.layer3.15.bn2.weight', 'encoder_radar.layer1.2.bn3.bias', 'encoder_radar.layer3.5.bn2.num_batches_tracked', 'encoder_radar.layer3.22.bn3.weight', 'encoder_radar.layer3.7.bn3.num_batches_tracked', 'encoder_radar.layer3.19.bn3.num_batches_tracked', 'encoder_radar.layer1.2.bn1.weight', 'encoder_radar.layer3.15.bn2.running_var', 'encoder_radar.layer3.21.bn2.weight', 'encoder_radar.layer1.0.bn3.weight', 'encoder_radar.layer2.0.bn1.running_mean', 'encoder_radar.layer3.16.bn2.running_mean', 'encoder_radar.layer3.15.bn2.running_mean', 'encoder_radar.layer3.1.bn1.running_mean', 'encoder_radar.layer1.0.downsample.1.num_batches_tracked', 'encoder_radar.layer3.8.conv1.weight', 'encoder_radar.layer3.9.bn2.num_batches_tracked', 'encoder_radar.layer3.4.bn3.running_var', 'encoder_radar.layer3.18.bn2.num_batches_tracked', 'encoder_radar.layer4.2.bn3.running_mean', 'encoder_radar.layer3.9.bn2.bias', 'encoder_radar.layer1.0.bn3.num_batches_tracked', 'encoder_radar.layer3.5.bn2.running_var', 'encoder_radar.layer3.21.bn1.num_batches_tracked', 'encoder_radar.laye
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Epoch 1/100: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:10<00:00,  1.16it/s, loss=0.294]
Epoch 25/100: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:10<00:00,  1.20it/s, loss=0.0959]
Epoch 25/100, Train Loss: 0.0959, Val Loss: 0.0956
Epoch 26/100: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:09<00:00,  1.21it/s, loss=0.0954]
Epoch 26/100, Train Loss: 0.0954, Val Loss: 0.0956
Epoch 27/100: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:10<00:00,  1.20it/s, loss=0.0953]
Epoch 27/100, Train Loss: 0.0953, Val Loss: 0.0955
Epoch 28/100: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:09<00:00,  1.21it/s, loss=0.0953]
Epoch 28/100, Train Loss: 0.0953, Val Loss: 0.0954
Epoch 29/100: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:09<00:00,  1.20it/s, loss=0.0956]
Epoch 29/100, Train Loss: 0.0956, Val Loss: 0.0951
Epoch 30/100: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:09<00:00,  1.21it/s, loss=0.0953]
Epoch 30/100, Train Loss: 0.0953, Val Loss: 0.0953
Epoch 31/100: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:09<00:00,  1.21it/s, loss=0.0955]
Epoch 31/100, Train Loss: 0.0955, Val Loss: 0.0953
Epoch 32/100: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:10<00:00,  1.18it/s, loss=0.0952]
Epoch 32/100, Train Loss: 0.0952, Val Loss: 0.0953
Epoch 33/100: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:09<00:00,  1.22it/s, loss=0.0956]
Epoch 33/100, Train Loss: 0.0956, Val Loss: 0.0954
Epoch 34/100: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 12/12 [00:09<00:00,  1.21it/s, loss=0.0953]
Epoch 34/100, Train Loss: 0.0953, Val Loss: 0.0953
Early stopping triggered after 34 epochs.
